"lingua","proverbio","interpretacao"
"Kikongo","Kana bwa telama, vo kutelemene ko wendelele","Se caíres, levanta-te, se não te levantares, ficarás um homem derrotado. O provérbio mostra-nos que uma queda deve ser apenas uma situação passageira, pois, «caímos para nos levantar, somos repelidos para melhor combater, e dormimos para nos acordar» (Robert Browning — in «Les Grands Ecrivains Etrangers et leur Influence dans la Littérature Française, pp.482-483)."
"Kikongo","Kana dya, kana dya, tubila nsikyandu","Cada vez que comas, deixe uma coisa ao lado. «Guarda que comer, não guardes que fazer.» , «Poupar é a melhor prevenção para o futuro»."
"Kikongo","Kana dya mwamba nkayi, inkayi didi","Quem comeu o molho do antílope, comeu também o antilope. Quem praticar um pecadilho, comete um pecado, pois, em termo de importância, não há pequenos e grandes pecados. Logo: «quem boa cama fizer, nela se deita»."
"Kikongo","Kana dibwa mpaka, diwuta mbimba, yuvula mbuta","Quando estiveres em sérios apuros, consulta um velho. Em caso de uma grande dificuldade, recorre a um mais velho para te mostrar, pelos seus conselhos, como sair deste imbróglio."
"Kikongo","Kana kaila nan'kusu, kaila nambende","Se oferecer ao rato-n'kusu, ofereça também ao rato-mbende. Na atribuição dos favores, não se deve preferir uns protegidos em detrimento dos outros, pois não se sabe quais deles lhos retribuirão melhor do que outros. Portanto, deve-se «jogar com o pau de dois bicos.» ,"
"Kikongo","Kana kala ye ngangu, ku kikundidiki ko, akwa ngangu a engi ena","IDIANO UKISAKIDIKA KANSI KUKIVWEZI KO.Se fores inteligente, não seja vaidoso, pois os homens inteligentes são legião. Por isso, humilha-te sem contudo te desprezar. «Diante da honra vai a humilidade» (Provérbios 15:33)."
"Kikongo","Kana katula mbele va moko ma mwana, vingisa nti","Se tirar uma faca da mão de uma criança, substitua-lhe um pau. A acção de total privação gera desespero, a troca de uma outra coisa alivia a pena."
"Kikongo","Kana kiwana, dila kyo","Se um bem acontece enquanto estás ainda vivo, aproveita-te dele. O provérbio aconselha de tirarmos proveito de tudo quanto é nosso por direito quando isso acontece em devido tempo, enquando vivemos."
"Kikongo","Kana kiwunikina kitondele (kizolele), kana kikufuini kitinini","Quem te farejar quer-te, quem te repugnar odeia-te. O provérbio significa que quem te aceita é teu amigo, mas quem te rejeita considera-se teu inimigo. «Não te agarres àquele que não se agarra a ti» (Prov. Árabe - R.Sha)"
"Kikongo","Kana kump'e nkisi, kumba mpe e nganga","Se admiras a força do feitiço, admira também o feiticeiro. Variante: Se admiras o remédio, admira também o médico ou o curandeiro. O provérbio significa que não basta reconhecer um facto talentoso mas também render homenagem ao seu autor, pois o efeito, tão grandioso que possa parecer,não deve eclipsar a causa."
"Kikongo","Kana landa lawu vwata, vo kuvwete ko ngeye mpe ayikidi lawu","Se perseguires um maluco, veste-te, senão serás apelidado também de maluco. «Quem uivar com os lobos, assemelha-se a eles»."
"Kikongo","Kana landa muntu ambote, ngeye mpe kitukidi muntu ambote","Se andares com os bons, tornar-te-ás bom também. «Diz-me com quem andas, dir-te-ei as manhas que tens». «Chega-te aos bons e serás bom»."
"Kikongo","Kan'alomba kia koko, ngeye vana kia kulu","Se te pedirem uma parte do braço, dá-lhe uma parte da perna. «Amor com amor se paga», e «o favor gera favor»."
"Kikongo","Kan'alonga ngangu, wanuka ye zaku","Se te ensinarem conhecimentos, utiliza também os teus próprios conhecimentos. O provérbio faz entender que, ao aprender conhecimentos de alguém, o principiante deve usar o seu sentido crítico para não aceitar passivamente toda a massa de conhecimentos, mas escolher o que lhe for mais útil para o seu uso e nível de compreensão. Dai, «não basta apenas aprender conhecimentos, mas também saber utilizar os seus próprios, reflectir e escolher eclecticamente». «Se não utilizares os conhecimentos que tens, não poderás esperar tirar nenhum proveito deles»."
"Kikongo","Kana loza mate mu zulu, ngeye mosi mavutukila va luse","Se cuspires para cima, a tua saliva vai te cair na cara. «Cada um colhe apenas o que semeia. O jogo da vida é um jogo de bumerangues ou arma de dois bicos."
"Kikongo","Kana lumona kaka yimbi, e mbangala yikiele","Quando virem o gavião pairar nos ares, é o anúncio da estação seca (o Verão). O gavião representa aqui um sinal convencional de uma promessa, que, ao se manifestar, indicará o momento da realização do compromisso."
"Kikongo","Kana luwa kelengeze, mu tadi","Se ouvirem «kelengeze» ou o choque da enxada contra uma pedra, saibam que o trabalho na lavra acabou. «Kelengeze» é um som onomatopeico imitado de um ruído seco resultando da colisão de uma enxada com uma pedra, onde já não há terra arável, obrigando assim o lavrador a parar o seu trabalho. Este provérbio é utilisado por um porta-voz para terminar uma mensagem à qual já não há mais nada a acrescentar."
"Kikongo","Kana lwaka va sau dia nkoko sauka sauka, imanata sau mengi","Se chegar à rivagem de um rio, avie-se de atravessar, pois a margem é um palco de muitos acontecimentos. Este provérbio aconselha de aproveitar a oportunidade no momento exacto em que se apresenta antes que possam ocorrer circunstâncias adversas. É portanto oportuno «malhar enquanto o ferro está quente»."
"Kikongo","Kana mbwa nokene mvula kutudi ku tiya ko, vava kayuma, ngeye katatika","Não ponha ao fogo um cão molhado, pois uma vez aquecido é ainda a você que vai morder. O provérbio refere-se a pessoas ingratas que, depois de terem sido socorridas e tomadas bem-sucedidas, se voltam contra os seus benfeitores."
"Kikongo","Kana mona kufutumukanga mwisl nzo ina ko","Onde há fumo, há uma casa. Não há fumaça sem fogo e não há efeito sem causa."
"Kikongo","Kana mona ndoki, kekumuna, vo ku kekumwene ko umini ndinga","Se encontrares um bruxo, sê tu o primeiro a tossicar, pois se não o fizeres, ele te inibe de falar. «Amedronta as bestas antes que te amedrontam» (provérbio árabe)."
"Kikongo","Kana mona ntietie kumik'e nzongo, mu nsi ka mosala nuni za nene ko","Se encontrares um pardal, não o desprezes mas acerta bem a espingarda, pois no país já não há mais aves maiores. Aproveita sem desprezo as pequenas oportunidades, pois as grandes são raríssimas."
"Kikongo","Kana sopa nkento, ndona sopele","Quem casa com uma mulher, casa com uma senhora de honra. «Quem a sua mulher não honra a si mesmo desonra». Com efeito, quem honra a sua mulher honra-se a si próprio."
"Kikongo","Kana sopa nkento, sopele mpe mambu ma kanda diandi","Quem casa com uma mulher, casa também com os problemas da família dela. De facto, o marido e a mulher que se amam e se tornam uma carne não podem ser alheios aos problemas de ambas as famílias. Assim, o marido partilha estes problemas ao lado da sua mulher e esta também faz o mesmo quanto aos problemas da família do marido."
"Kikongo","Kana tala ndundu, vetamena ndundu, ndundu kataliwangwa yole ko (= mbala zole ko)","Se olhares para um albino, baixa os teus olhos, pois não se deve fitar o albino duas vezes. O provérbio aconselha-nos a não fixar um olhar assustador numa pessoa que nos pareceria diferente pela sua natureza, pois a nossa atitude seria percebida como inamigável e agressiva contra a sua pessoa e geraria uma forte repuisão da sua parte."
"Kikongo","Kana tala seko, tala maza","Deve-se proporcionar a quantidade de farinha de mandioca à quantidade de água necessária para se cozinhar a farinha de mandioca. «Subordina proporcionalmente os teus compromissos aos teus meios, ou as tuas despesas ao teu rendimento»."
"Kikongo","Kana timuna fuku die wola, ya wola uwana mo","Se exumares um fosso de imundícies, encontrarás senão podridão «Mais se remove o lixo, mais fede». Fazer reviver antigas feridas dói."
"Kikongo","Kana vweza nianga nkufi, nokeno","Se tu rejeitas a erva curta para cobrir a tua casa, dormirás ao relento. «Quem se furta ao esforço recolha a pena»."
"Kikongo","Kana tonda kina tambwidi, tonda mpe on'ovene kio","Se te alegras do que recebeste, agradece também o doador. «Quando olhares o que te é dado, olha também quem te deu» (Séneca). Não devemos esquecer o doador com o prazer da dádiva» (Prov. Umbundu)."
"Kikongo","Kana tota ntumbu mu nzila, muntu vitidi mo sotwele yo, yovo: kana bongolola (bongonona) kima mu nzila, muntu vitidi mo sisidi kio","Se encontrares uma agulha no caminho, alguém a deixou. O provérbio mostra que o achado na estrada da vida é sempre obra de aquele ou aqueles que nos precederam, e tudo quanto não nos pertence é portanto pertença alheia."
"Kikongo","Kana tumisa mvula tembo, sikinina mankondo","Se chamares a tempestade, sustenta as bananeiras. Se quiseres realizar um grande evento, hás de reunir todas as condições que assegurem a sua materialização."
"Kikongo","Kana tumisa wantu, wanuka ye diambu","Se convidares pessoas, deve ter algo para lhes dizer. Quem tiver a iniciativa de uma coisa, deve ser o primeiro a tomar a palavra."
"Kikongo","Kana twenda ku ntwala fwa tufwa","KANA TUVUTUKA KU NIMA FWA MPE TUFWA. DISUNDIDI TWENDA KU NTWALA K ANELE VO FWA TUFWA. YOVO: KWENDA KUNTWALA LUFWA, VUTUKA KUNIMA OKO VO DIAKA LUFWA, OZEVO MBOTE MUKWEND KUNTWALASe formos adiante, morreremos. Se voltarmos por trás, morreremos. Vale mais então irmos para frente mesmo se devemos morrer. É melhor que cada dia nos encontre mais adiantados que atrasados na vida. O mundo avança e não volta por trás. Morrer indo para frente é progresso ao passo que morrer voltando por trás é regressão. Nestes dois casos de morte implacável, vale mais escolher-se aquele que representa o progresso e é portanto «o menor dos dois males». John Bunyan confirmou-o peremptoriamente quando afirmou:"
"Kikongo","Kana umbokela ntambulwele, kana umpava ku kumbona ko","Se me chamares, respondo. Se me procurares, não me encontrarás, pois será tarde de mais. Este provérbio realça o velho conselho: «quando uma ocasião se apresenta, não hesita em aproveitá-la» pois a oportunidade nunca bate a porta duas vezes."
"Kikongo","Kana un'tuma kenda kanga yandi wele vonda, kana un'tuma kenda vonda, yandi wele kanga","Se lhe mandar ir prender alguém, ele vai mata-lo, mas se lhe mandar ir matar, ele vai prender. Este provérbio aplica-se a pessoas que, por excesso de zelo, vão a extremos ou em sentido contrário das ordens dadas. Os excessos de zelo e os extremos que deles resultam são sempre prejudiciais para o um bom fim de uma qualquer missão."
"Kikongo","Kana unyadika unzitisa, kana mona yenga unzangata","Se tu o aceitas como chefe, respeita-o, e se achares um precipício diante dele, afasta-o deste perigo. O provérbio aconselha-nos a honrar e proteger os chefes que escolhemos livremente, pois «a todo senhor toda a deferência»."
"Kikongo","Kana va lunza, kangila","Por mais que a ferida doer, aperta ainda. «A paciência é a arte de esperar e é também a chave do paraiso», «A paciência é um unguento para todas as feridas» (J.Clarke)."
"Kikongo","Kana vana mbele ko lawu, kitukidu 'mvondi","Se deres uma faca a um maluco, tornas-te assassino. «O instigador é mais culpado do que o delinquente» (Esopo)."
"Kikongo","Kana vanga mbote, kwa ngeye mosi venge yo, kana vanga mbl kw'awonso venge yo ye ngeye mosi mu nlonga","Se fizeres bem, fá-lo a ti próprio. Se tu fizeres mal, fá-lo a todos e e a ti próprio. «Cada um colhe somente o que semeou»."
"Kikongo","Kana vila vutuka vana mpambu a nzila","Se te perderes, volta ao entroncamento ou ao ponto de partida. Não é uma desgraça de se enganar e, ainda menos, de se emendar."
"Kikongo","Kana vonda ngumba mu tadi, kukangadi ye nkutu a matadiko","Se matares uma perdiz com uma pedra, não anda por isso com uma sacola de pedras. Há ocasiões que são únicas e que nunca voltam a se repetir, pois «a ocasião tem apenas um fio de cabelo»."
"Kikongo","Kana vova diambu, sisa diambu, mbazi lumonana diaka","Se disseres algo contra alguém, deixa algo também pois novas circunstâncias podem levá-los amanhã a se encontrarem quiçá em condições diferentes. «Na amizade guarda um lugarzinho para a desavença, outro para a reconciliação» (provérbio japonês — Rosa Sha)."
"Kikongo","Kana vuna luta, kana leka tungunukini","Se mentires passa, se permaneceres serás desmascarado. «As mentiras têm pernas curtas, e mais depressa se apanha um mentiroso do que um coxo». «Não podes ir muito longe mentindo» (provérbio italiano)."
"Kikongo","Kana wa vo: «lambula moko a lemba», kwatela mabondo ko","KADI AVO WATELA MO, KUVINGILA ZAYISWA KO, NGANGA WAU KA KWIZANGA NGEYE UKILAMBULWIDI (UKILAMBULWELE) KALA MOKO.Se ouvires: «Estenda as mãos para te ungir», é um sinal de que nunca foste ungido de nkula, unguento preparado para um evento de iniciação ou de uma cerimónia de exorcismo. Se, pelo contrário, já o foste, bastará ver o iniciador aproximar-se de ti, para que, logo, lhe estendas as tuas mãos. O provérbio faz a distinção entre os iniciados e os neófitos de uma instituição esotérica, pela compreensão da sua linguagem, accessivél aos primeiros mas incompreendida pelos segundos que precisam antes de tudo ser também iniciados aos usos e costumes do grupo."
"Kikongo","Kana wenda kuna na nsá, nata saka","KANA WENDA KUNA NA MUNTU, NATA MBUNGU A MALAFU Yovo MALAVU.Se fores visitar o antílope, leva-lhe um molho de ervas. Se fores ter com um homem, leva-lhe uma calabassa de marufu. Para ir fazer um importante pedido a alguém, recomenda-se de se conformar aos usos e costumes dele, rendendo-lhe as honras que se lhe deve."
"Kikongo","Kana wenda mu mbanza, avo wawan' atelema, ngeye mpe telema","AVO WAWAN'AVWANDA, NGEYE MPE VWANDA.Se fores a uma aldeia, e encontrares os habitantes de pé, fica de pé também. Se estiveram sentados, senta-te como eles."
"Kikongo","Kana yala ku yadidi ko","Se governares não te ensoberbeças, tudo tem um fim. «A soberba precede a ruína, e a altivez do espírito precede a queda» (Provérbios 16:18)."
