Uma criança com o cabelo ruivo é uma reprovação para os pais.,Portuguese
"«O dono do cão é responsável dos seus actos e das suas consequências». Daí, «o",Portuguese
filho insensato é uma miséria para 0 pai» (Prov. 19:13).,Portuguese
quences».,Portuguese
Um homem não pode ser embrulhado num pacote.,Portuguese
Um homem inteligente não pode ser levado pelo beiço.,Portuguese
Sha).,Portuguese
Malais — R. Sha).,Portuguese
proverb).,Portuguese
MWANA YAKALA KA LEKANGA NTAMBU MOSIKO.,Portuguese
Um homem não deve armar uma só armadilha.,Portuguese
meios».,Portuguese
moyens».,Portuguese
225,Portuguese
"Tal pai tal filho, tal mãe tal filha.",Portuguese
"Tel pêre, tel fils; telle mêre, telle fille.",Portuguese
"Like father like son, like mother like daughter.",Portuguese
construit.,Portuguese
remain united.,Portuguese
MWAN' OKIYOKA OLUKA Variante: MWANA UKIYOKELE NGANGU,Portuguese
KABAKIDI.,Portuguese
«Chat échaudé craint l'eau froide»;,Portuguese
«Once bitten twice shy».,Portuguese
pensada.,Portuguese
226,Portuguese
MWAN'O ZOLAKANA NKUMBU ZA INGI (ZE ZINGI)) KENA ZAU.,Portuguese
genitores quiseram ver concretizados na vida da progenitura. Por exemplo: Ema-,Portuguese
me.,Portuguese
"MWELE NDUNGU YE MUNGWA, YANI MBALA UDYA MO. Í UTONDA",Portuguese
MO.,Portuguese
MWIVI UNKANGI YE SANGU DYANDI.,Portuguese
227,Portuguese
indicter.,Portuguese
Megare).,Portuguese
228,Portuguese
description,language
N,Portuguese
O rei do Kongo condenara o seu irmão e absolvera o seu próprio inimigo pela,Portuguese
justeza da causa.,Portuguese
António Vieira).,Portuguese
Vieira).,Portuguese
(Pe. António Vieira).,Portuguese
NANI INTANTU AKU? NTANTU AKU MWISI NZO.,Portuguese
Quem é o teu inimigo? Teu inimigo é uma pessoa da sua família.,Portuguese
«O teu inimigo é o oficial do teu ofício».,Portuguese
métier».,Portuguese
"NA N'LANGI OLANGIDI NSEK'ATUNGILA, KANSEK'AZYAMINA KO.",Portuguese
Um imigrante escolheu um lugar para construir e não para ser enterrado.,Portuguese
"Um homem pode escolher um lugar para sua residência, mas não pode escolher",Portuguese
onde vai ser enterrado.,Portuguese
NZAYAKANIKO.,Portuguese
229,Portuguese
nhecidos.,Portuguese
himself.,Portuguese
"NDA KUMONA, KWENDI KUWA KO.",Portuguese
"«Os olhos confiam em si próprios, os ouvidos confiam nos outros».",Portuguese
vaut mieux voir qu'entendre.,Portuguese
NGUDI KO.,Portuguese
"«Onde há casamento sem amor, haverá amor sem casamento» (B. Franklin).",Portuguese
Franklin).,Portuguese
"NSANGU KANA KAMWANGA NSANGU, VATA DIVAMBANENE.",Portuguese
230,Portuguese
NDUNDU KANA UNKATULA NSUKI UNKATWELVE BULA.,Portuguese
«Uma cabeça sem cabelo é horrível» (Ovídio). «O splendor do cabelo encobre os,Portuguese
defeitos» (provérbio irlandês — citado por M. Maloux —- Larousse).,Portuguese
"da família, é considerada como tomada por todos os membros da dita família.",Portuguese
Um compromisso assumido pelo chefe da família engaja implicitamente todos os,Portuguese
membros da família.,Portuguese
"NDYA MYA NZIMA VAMAKALA, KANA YOKOLA MYO MI FWETE",Portuguese
"NATUMUNA MAKALA (YOVO: «NDYA MYA NZIMA VA MAKALA, KANA",Portuguese
YOKOLA MYO KA MIKONDA NATUMUNANGANA MAKALA KO»).,Portuguese
arrastar umas brasas.,Portuguese
taking along hot coals.,Portuguese
231,Portuguese
NDYA MYA NZIMA NKADI MIDILWANGA.,Portuguese
Come-se os intestinos da civeta por serem amargos.,Portuguese
pas faire» (Mark Twain).,Portuguese
N'DY'E NGWIDI KA SIMBWANGA VALAKA KO.,Portuguese
NDYONA (OY0) KAVENGE DYAMBU RO KALENDI MONA WONGA KO.,Portuguese
"Quem não fez não, não pode temer nada.",Portuguese
«Quem não deve não teme».,Portuguese
NDYOYO UDYANGA YANDI IKUZENGA NDYA.,Portuguese
(Mat. 26:23).,Portuguese
NGANGUILA FULA KINA ZINA.,Portuguese
232,Portuguese
NGANGU MU NTULU NTULU.,Portuguese
nossos talentos aonde eles nos levam» (anónimo).,Portuguese
munauté.,Portuguese
NGANGU ZAZINGI KIZOBA ZIKITULANGA.,Portuguese
«O génio é vizinho da loucura».,Portuguese
Too mouch intelligence makes fool.,Portuguese
"NGANGU ZAZINGI WANGILA TYAMUKA, NGOLO ZAZINGI KITOLULA.",Portuguese
233,Portuguese
Grand).,Portuguese
"NGEYE NA NTU KAMBA NA MAITU, NA MATU UKIWIDIDI.",Portuguese
lugar do evento.,Portuguese
"NGEYE ULUTANGA, DYADI KADIAMBU DYAKU KO E?",Portuguese
secourir.,Portuguese
"NGEYE USIKA NKELE ZITININI MENO, NGA MPUNZA ZIKWENDA KO",Portuguese
ZEYE NGOLO ZINA MO E?,Portuguese
234,Portuguese
"«NGINA YE TEVA DYAME», OVWA VA UYADILA DYO.",Portuguese
NGOLA YANI MAZA KAVWIDI MAK ALAMBILWANGWA.,Portuguese
Rosa Sha).,Portuguese
NGOMA KANA SE IZENZA SE ITOBUKA.,Portuguese
235,Portuguese
NGOMA VANA ITUBUKILANGA VA IYANDILWANGA.,Portuguese
"Onde rebenta o batuque, é ai onde deve ser consertado.",Portuguese
"KYA ANA, ATEKELO YE TUMVULU!",Portuguese
"Terrível centopeia, diz-nos, porquê brilhas tu? Brilho por causa dos filhos,",Portuguese
netos e bisnetos!,Portuguese
rents.,Portuguese
NGUBA ZAKANGWA VANA ZO KO MUNTU NKAKA IBOSI ZIMENA.,Portuguese
-ás um bem do qual o beneficiário te será reconhecido e cuja retribuição poderá,Portuguese
"e como fizeres, assim acharás»(G. T. Zona).",Portuguese
Isso nos é recomandado pela Bíblia nos seguintes termos: «Lança o teu pão sobre,Portuguese
236,Portuguese
NGUBA ZEWIMI VAMFOKOLO YOVO: WIMI WA NGUBA VAMFOKOLO.,Portuguese
OLE OVAMBULA NZOLA.,Portuguese
"por outro lado, pois onde há dualidade deve haver dois antónimos: o bem e o",Portuguese
enfants.,Portuguese
conflits d'intérêts ouverts ou latents entre eux.,Portuguese
between hers children.,Portuguese
237,Portuguese
NGULU VATA YE NGULU FUTA YAWU AMOSI KWAWU.,Portuguese
O porco doméstico e o porco selvagem são todos iguais.,Portuguese
"«Os semelhantes defendem-se». «Cada qua! com seu igual, cada ovelha com sua",Portuguese
parelha».,Portuguese
NGULU KADILWANGWA MUKUMA KYA MAZI KO; MALAFU (MALAVU),Portuguese
KAMANWINWANGWA MU NSUNGA KO.,Portuguese
ra pelo seu aroma.,Portuguese
"inconvenientes, ou indecorosas, é preciso disciplinar toda imaginação exaltante",Portuguese
inconveniente e prejudiciavel para outros.,Portuguese
NGULU KIKUMFUTISANGA NGULU YANDI.,Portuguese
traído senão pelos seus» (H. V. Roy),Portuguese
238,Portuguese
"NGULU LENDA YITUKA NKEMBI MULUKETO, VO MBWA WAVILA YO.",Portuguese
tice.,Portuguese
NGULU NYETAMENE MWAN' ANDI.,Portuguese
"NGULU VO INKUK'ANDI, KALENDI WOYAMBULA KO.",Portuguese
O porco habituado ao seu trilho não pode abandoná-lo.,Portuguese
239,Portuguese
NGUMBA KASUMBILWANGWA MULAMBA KO.,Portuguese
Não se compra uma perdiz no bolso.,Portuguese
NGUMBA OWUTA KABASULANGA NTAMBU YANDI MOSIKO.,Portuguese
armadilha.,Portuguese
"NGYEKAMENE MFILU, NKINGA MVILU NKUDIKIDI (NGIKIDI) Yovo",Portuguese
"(variante): NGULU WELE KU YOLA, KINGA MVINDU KELE KIYIKILA.",Portuguese
senta numa marmita preta fica preto ao levantar-se» (Prov. Persa - Rosa Sha). «É,Portuguese
240,Portuguese
boca.,Portuguese
bouche.,Portuguese
mouth.,Portuguese
"N'KAKA KAKELE, NKUTU KAKUTULA.",Portuguese
mentos da outra parte.,Portuguese
défense.,Portuguese
other party.,Portuguese
"NKAKA YE NGANDU: NGANDU KAMINI NKAKA, NKAKA KAMINI",Portuguese
NGANDU.,Portuguese
Luta cruenta entre o pangolin e o crocodilo: o crocodilo não pode engolir o,Portuguese
"pangolim, por ser escamado; também, por sua vez, o pangolim não pode engo-",Portuguese
indecisa.,Portuguese
241,Portuguese
"Quando um belo vaso é partido, deita-se os cacos. Quando um homem morre,",Portuguese
deve-se enterrá-lo.,Portuguese
cemitério.,Portuguese
"NKAMA LUMBU, LUMBU KIMOSI KYENLENDA.",Portuguese
Cem dias acabam sempre por um dia.,Portuguese
"NKAMA MUMBANZA, MAKUMATANU MA ZOLA, MAKUMATANU MA",Portuguese
MENGA.,Portuguese
odeiam.,Portuguese
"Na vida, ninguém pode ser amado por todos: uns são amigos, outros inimigos.",Portuguese
"NKAMA NTANBU: UMOSI VO KA UBAKA KO, O NKAKA BAKA UBAKA.",Portuguese
242,Portuguese
another will do.,Portuguese
N'KAMBA OVITUMUNA MINGELE.,Portuguese
ou ne meurt jamais seul».,Portuguese
NKANDA KAUMANISANGA MAMBU KO - VOVA YE WIZANA |,Portuguese
KUMANISANGA MAMBU.,Portuguese
Uma carta não esgota um problema; somente conversando os homens enten-,Portuguese
dem-se bem.,Portuguese
entendent-se mieux.,Portuguese
another very well.,Portuguese
each another very well.,Portuguese
"NKANDU K AZILANGIDILANGA VYA KO, WONGA ULANGIDILA DYO.",Portuguese
pelo medo e não pelo guarda do campo ou pelo seu feiticho.,Portuguese
243,Portuguese
NKANU KAULUNGANGA WANTU OLE KO.,Portuguese
va e não perfeita.,Portuguese
perfect. .,Portuguese
"NKASA MUVYA, E MOKO IBOSI KIMANISA.",Portuguese
"NKASA ZA NDAMBA VO KAZIZINGALARENE KO, KAZI LENDI WUTA KO.",Portuguese
Se os feijoeiros rastejantes não se enlaçarem entre si não podem produzir.,Portuguese
Este provérbio é usado para tolerar e autorizar um casamento endógamo quando,Portuguese
vent pas se reproduire.,Portuguese
244,Portuguese
"NKEMBI IYITURANGA MBWA MULAKA, VO MULUKETO WAVILA YO",Portuguese
(KAYITUKA YO KO).,Portuguese
ao mesmo.,Portuguese
modalité d'exécution.,Portuguese
não tosqueneja.,Portuguese
sommeille pas.,Portuguese
245,Portuguese
Uma mulher bonita é comum com os diabos.,Portuguese
ja uma mulher bonita e tu despojas dissabores».,Portuguese
"NKENTO NSONGO, MBONGO KOKOTO.",Portuguese
«Não há amor sem ciúme e ninguém pode nem sabe amar sem ser cioso» (Cava-,Portuguese
independência e da liberalidade» (E. Souvestre).,Portuguese
lité» (E. Souvestre).,Portuguese
OYUVULANGA DYAKA?,Portuguese
acerca da mulher?,Portuguese
Este provérbio é utilizado quando se considera inoportua uma pergunta cuja res-,Portuguese
246,Portuguese
door already open!»,Portuguese
"NKENTO NSONGO, MBONGO (NZIMBU) KOKOTO.",Portuguese
«Não há amor sem ciúme e ninguém pode nem sabe amar sem ser cioso» (Cava-,Portuguese
independência e da liberalidade» (E. Souvestre).,Portuguese
libéralité» (E. Souvestre).,Portuguese
MWANA NKENTO KAULENDANGA FWANA MULAMBA KYA MWANA,Portuguese
"YAKALA KO, YOVO (Variente): MWANA YAKALA KALENDANGA TULA",Portuguese
mulher não poder chegar no cesto do homem.,Portuguese
247,Portuguese
"Numa batalha do mercado, cada qual foge pelo caminho da sua aldeia.",Portuguese
248,Portuguese
OKALA.,Portuguese
Um novo fetiche e uma nova ideologia são choramingas.,Portuguese
"padrões, têm tendência em exagerar o modelo ou ultrapassar os seus mestres.",Portuguese
NKISI WA NENE MFUMU ANDI WADYANGA (WAVONDANGA).,Portuguese
Um grande feitiço pode matar o seu dono.,Portuguese
do cientista ou o caos da sua obra.,Portuguese
"NKOK'ANKOKELE, NGEYE KOKELA KUMWENE KYOKO?",Portuguese
Fui arrastado por esta via. E não vistes o rasto no caminho?,Portuguese
249,Portuguese
NKOKO NKETE UKUMBA MATADI.,Portuguese
"ou membros. «Se o soberano reina é graças ao seu povo, como o rio canta graças",Portuguese
às suas pedras» (Prov. Japonês — R. Sha).,Portuguese
ses pierres» (Prov. Japonais — R. Sha).,Portuguese
its stones» (Japonese prov. - R. Sha).,Portuguese
NKOKO VO UVUTUKANGA KUNTANDU MUNTU NGA SOMPELE,Portuguese
MPANGI ANDI.,Portuguese
soeurs.,Portuguese
coeur».,Portuguese
bad job».,Portuguese
NKOKO YANDI MOSI KATAMBULA DI KATEK AMENA,Portuguese
(NKOKO WATAMBULA YANDI MOSI DI KATEKOMOKINA).,Portuguese
"O rio, por ter andado sozinho, tornou-se tortuoso, criando meandros ao longo",Portuguese
do seu percurso.,Portuguese
méandres sur son parcours.,Portuguese
wandering.,Portuguese
250,Portuguese
KABULANGANI YE NKITIKO.,Portuguese
impossibilidade torna-se possibilidade.,Portuguese
possibilité devient possibilité.,Portuguese
bility becomes possibility.,Portuguese
"NKOMBO AME WUTIDI NGULU, LAU MUTWELA.",Portuguese
maior»,Portuguese
Rosa Sha).,Portuguese
Rosa Sha).,Portuguese
NKOMBO KUMEKA ZIVWILANGA.,Portuguese
Os cabritos morrem muito por tanto balir.,Portuguese
"nada, pode originar uma desgraça maior. «Pequena negligência origina um mal",Portuguese
maior» (Lespy).,Portuguese
251,Portuguese
grand mal» (Lespy).,Portuguese
NKOMI VO KAIVUTIKIDI NIMA KO KAIKOLA KO.,Portuguese
"Se o punho não recuar, não pode desferir um forte golpe.",Portuguese
«Recuar para melhor saltar».,Portuguese
"NKOMI NKWENO KANA IBALA, KUYIKI KO VO TADI.",Portuguese
NKONDOLOKA KADYNGA MWENDO.,Portuguese
plein d'obstacles.,Portuguese
252,Portuguese
NKUMBI KAIDILWANGWA MU MFITAKANI KO.,Portuguese
(NKUMBI MULUVILA IDILNANGWA KAMUFITAKANAK WA,Portuguese
MYELO MYA NZO KO YOVO KAMUTUNGILA VA MOSI KO).,Portuguese
"Não se come o castor por aproximação física, mas por afinidades familiares.",Portuguese
clã ou com base na amizade.,Portuguese
familiales.,Portuguese
«Um amigo socorrido é lugar forte».,Portuguese
ou os maracás.,Portuguese
«Grandes causas produzem grandes efeitos». «Para grandes males grandes remédios».,Portuguese
remêdes».,Portuguese
«Great causes produce great eflects».,Portuguese
"NKUNGA WATOMA KUMFEOKO, KATOMA KUNGYATIKU KO, YOVO",Portuguese
NKUNG'AMBOTE KUMFOKO.,Portuguese
253,Portuguese
«Um homem prevenido vale por dois».,Portuguese
"NKUWU KOTWA IKOTWANGA, KAIVAYIKWANGA KO.",Portuguese
"NKUWU KOTWA IKOTWANGA, KAIVAYIKWANGA KO.",Portuguese
meno deve ser sempre aceite e nunca rejeitado.,Portuguese
SIDI MO.,Portuguese
uma pedra por dentro.,Portuguese
"O compromisso da paz é essencial na vida; quem o aceitar está honrado, e quem",Portuguese
254,Portuguese
"NKWA MATAYA UKIMONANGA, M'BWAKI NSUKI KA KIMONANGA KO.",Portuguese
YOVO: NKWA YINDU KAKIZAYANGA KO.,Portuguese
o seu estado.,Portuguese
taine: «somos todos linces para com os nossos semelhantes e toupeiras para com,Portuguese
nós próprios; nós nos vimos com um olho e com um outro o nosso próximo.,Portuguese
veux roux ne voient pas leur état.,Portuguese
DITUKIDI.,Portuguese
255,Portuguese
NKWA NW'ANDI KENA MPUTU KO (NKWA NW'ANDI KA MPUTU KO).,Portuguese
«Uma lingua doce pode partir os ossos» (M. Maloux — Dictionaire Larousse).,Portuguese
NKWA NZALA KATUNGUKINANGA NKANDI KO.,Portuguese
saiam inteiras. Todas lhe saem partidas.,Portuguese
nunca vem sozinho».,Portuguese
palmiste entiêre. Toutes lui sortent cassées.,Portuguese
get out cracked.,Portuguese
never come singly».,Portuguese
NKWA NZALU ANDI KAVYANGA TIYA KO.,Portuguese
"Quem manda não executa, e quem exeuta obedece.",Portuguese
"NLEKE BWEK'E NSUKI, TUMBU KW'AMBUTA.",Portuguese
«O dono do cão é o responsável dos seus actos».,Portuguese
"NLEKE KANA KAZAYA SIK'ENGOMA, KINISA KWANDI MBUTA.",Portuguese
256,Portuguese
sem ser desprezado por causa da sua idade. O valor da juventude foi exaltado por,Portuguese
NLEV AMBUTA MABANDA WAFWANGA.,Portuguese
seus autores. .,Portuguese
"«Quem não sabe dissimular, não sabe reinar, pois saber dissimilar é o saber dos",Portuguese
dre revanche contre leurs auteurs.,Portuguese
«Quem o alheio veste na praça o despe».,Portuguese
NLELE MYA INGI NYANZI.,Portuguese
Muita roupa traz piolhos.,Portuguese
Muita promiscuidade traz confusões e muitos problemas.,Portuguese
257,Portuguese
Too many garments bring lice.,Portuguese
NLELE WATUNGA NA MESO YALUMUKA KAKA.,Portuguese
O pano cosido pelos olhos estende-se ao comprido.,Portuguese
NLEMBO AYELA KAULUTANGA SAKUBA KO.,Portuguese
"«Quem tem mazela, tudo lhe dá nela». «Onde há dor, aí pomos o dedo».",Portuguese
proverb — R. Sha).,Portuguese
NLEMBO KANA UVYA MUNWA ULUKILANGA.,Portuguese
ximos.,Portuguese
"NLEMBO MOSI KANA ULWALA, NLEMBO MYA NKAKA MITELELE",Portuguese
MENGA.,Portuguese
"outros membros sofrem com ele também, e quando um membro se alegra, os res-",Portuguese
tantes membros alegram-se também com ele directa ou indirectamente.,Portuguese
258,Portuguese
NLEMBO MOSI KAUTETANGA NGUBA KO YOVO (1.º Variante): NLEMBO,Portuguese
MOSI KAUSUKULANGA LUSE KO YOVO (2.º Variante): NLEMBO MOSI,Portuguese
e/ou descascar o amendoim .,Portuguese
NLEMBO UVOLANGA NSOMBE LEBO-LEBO.,Portuguese
«Gentleness does more than violence».,Portuguese
uma criança numa encruzilhada.,Portuguese
KITANTU: LOLOZYANA.,Portuguese
O remédio do ciúme é o amor;o remédio do ódio é o perdão mútuo.,Portuguese
259,Portuguese
mutuel.,Portuguese
"NLWA MUMONDO, MUNSOSO MUYINGANA.",Portuguese
trumentos sonoros como batugues ou tambores. Os Nsosos são também uma,Portuguese
entendedor meia palavra basta».,Portuguese
NLUNGA MOSI MUNA KOKO KAUVOVANGA KO.,Portuguese
Um bracelete no braço não fala.,Portuguese
260,Portuguese
tarde.,Portuguese
«Deve-se aprender da infelicidade alheia» (Esopo).,Portuguese
WULU KO.,Portuguese
Um antílope empurrado pelos caçadores não cai sempre no precipício.,Portuguese
ice.,Portuguese
261,Portuguese
NSA KANA KAVUTUKA MANIMA FWA KAFWANGA.,Portuguese
"NSAKA ZA MBWA, NDION'OZOLANGA ZO YI UKALANGA MUNA NSI.",Portuguese
"tolerância com os inimigos,",Portuguese
ennemis.,Portuguese
262,Portuguese
"NSAMBI KANA ILEKA NZO NKAKA, IBALUKIDI LEKO.",Portuguese
integralidade ao voltar na posse do seu dono.,Portuguese
NSAMU AMBOTE KU MFOKO.,Portuguese
«Tudo é bom quando acaba em bem».,Portuguese
NSAMU WAKONDA MBANGI WAFWA.,Portuguese
Uma história sem testemunha é contestável.,Portuguese
"«Não se deve tomar em conta uma só testemunha, fosse ela o próprio Caton», daí",Portuguese
"witness, none witness».",Portuguese
NSAMU WASAMUNA ANTU OLE OTOMA.,Portuguese
"«Testemunha única, testemunha nenhuma» (Aforismo jurídico).",Portuguese
"«Témoignage unique, temoignage nul» (Aphorisme juridique).",Portuguese
NSANGU ZA MBI NAVE ZIMENANGA.,Portuguese
263,Portuguese
Bad news travels quickly.,Portuguese
«NSELELE AZOLA NDIANGA ZE BUBWA».,Portuguese
NSENGO VAMWELO MWANA UVANA YO.,Portuguese
NSIA NSIKU INSIA DILA.,Portuguese
O castor fumado pode ser apanhado numa armadilha.,Portuguese
"tuir um bem exigido em falta. «OQ dinheiro pode tudo, ele permite tudo, ele dá",Portuguese
264,Portuguese
homens» (Auguste Detoeuf).,Portuguese
(Auguste Detoeuf).,Portuguese
Não proves o animal-nsisi fumado; se o provares acabar-lo-ás.,Portuguese
"NSIUNGWANI NSIKU, KUNATI NSIKU KO.",Portuguese
outrem» (Prov. Russo — Rosa Sha).,Portuguese
têre d'autrui» (Prov. Russe — Rosa Sha).,Portuguese
"NSI VILU, MAMBU VILU.",Portuguese
"Muda o país, mudam também os hábitos.",Portuguese
265,Portuguese
NSI YANKULU KANSI NTAMBI ZA MPA.,Portuguese
NSOMBE KADILWANGWA MUDYAMEBU DYE MAZI KO.,Portuguese
O verme da palmeira não se come por ser muito oleoso mas por causa das suas,Portuguese
propriedades nutritivas.,Portuguese
propriétés nutritives.,Portuguese
properties.,Portuguese
"NSOMBE ZE VINGILA MFUKI, VINGILANGA KAKA.",Portuguese
sem fim.,Portuguese
awaits infinitely.,Portuguese
266,Portuguese
NSONI DYA ZIDYANGA.,Portuguese
Shame kills.,Portuguese
"NSONI IZAKALA MU MESO, KALA VO MU MALU NGA YE WATELAMA",Portuguese
"LAKWA, YOVO: NSONI MUMESO, VO MUMALU NGA KILENDI",Portuguese
TELAMA KO.,Portuguese
andar.,Portuguese
affects.,Portuguese
NSONGO MYE SWEKA VONDA MIVONDANGA.,Portuguese
mortal danger.,Portuguese
267,Portuguese
"NSUKI NKUTU YEWUTUKA ZAWU ZIKUNSISA, SUNGULA YENO MENO",Portuguese
"YE WANA KUMBASI,",Portuguese
"perda, pode ainda suportar uma pequena. «Na adversidade dos nossos melhores",Portuguese
Rochefaucould).,Portuguese
Os problemas existem em qualquer comunidade.,Portuguese
"NSUSU KOKO, ATA KANWANA KO, MPASI MAVE KAVAVIDIKA.",Portuguese
268,Portuguese
NSUSU MU KIMOSI KIMOSI KAYUKITILANGA.,Portuguese
"NSUSU UDYA NSONGONYA, MALU ZANGI-ZANGI.",Portuguese
abandonar.,Portuguese
MBENDE KONSO MUNTU YE LEKO DYANDI.,Portuguese
Everyone knows what fits him best.,Portuguese
Uma pequena armadilha pode apanhar uma caça grossa.,Portuguese
269,Portuguese
«Petite pluie abat grand vent».,Portuguese
NTAMBU OKODILA KUSINA KAKUNDUNGU KO.,Portuguese
NTANGU KAVINGILANGA MUNTU KO.,Portuguese
O tempo não espera por ninguém,Portuguese
NTANGU KA VUTUKANGA KUNIMA KO.,Portuguese
O tempo não recua.,Portuguese
«Aproveite enquanto há tempo».,Portuguese
"NTANGU NZIMBU,",Portuguese
O tempo é dinheiro.,Portuguese
Beauchêne).,Portuguese
270,Portuguese
NTANTU AKU UNLANDI MU LUTAMBI KA MU NWA KO.,Portuguese
Siga o seu inimigo pelas suas peugadas e não pelas suas palavras.,Portuguese
sory». .,Portuguese
NTANTU AKU MWISI NZO.,Portuguese
«Os inimigos do homem são os membros da sua própria casa» (Miquéias 7:6).,Portuguese
seus».,Portuguese
NTANTU KAKALANGA WA FYOTI KO.,Portuguese
Um inimigo nunca é pequeno.,Portuguese
271,Portuguese
vale por dois».,Portuguese
"NTEKI NKWA MATULA, NSUMBI NKWA LUVWEZO.",Portuguese
"O vendedor sobrestima, o comprador subestima.",Portuguese
"«Quem encarece, quer vender caro; quem denigre, quer comprar barato». «Para",Portuguese
"vender, diz bem; para comprar, diz mal» (Prov. Árabe — Rosa Sha).",Portuguese
Sha).,Portuguese
"NTELA UMANISANGA, ALONGI KAMAMANISANGA KO.",Portuguese
vida. «Somos alunos até ao último dia da nossa vida: viver é aprender» (Lamarti-,Portuguese
ne).,Portuguese
dre» (Lamartine).,Portuguese
KADIVOVWANGA NZENGENGE KO.,Portuguese
assunto não pode ser tratado com leviandeza.,Portuguese
«Para grandes males grandes remédios».,Portuguese
272,Portuguese
suivront.,Portuguese
will follow.,Portuguese
nascimento dos homens».,Portuguese
N'TETE KUFULA VATA UZITILANGA YOVO: ZITU KUFULA VATA,Portuguese
DIZITILANGA.,Portuguese
por M. Maloux — Larousse).,Portuguese
273,Portuguese
"NTETE SUZI (SUZA) KYA NZAMBLI, ZOLE VILAKANA, TATU LUKANU.",Portuguese
"Uma primeira vez é um acidente e não conta, uma segunda vez é esquecimento,",Portuguese
"por ignorância, uma segunda vez é tolerável pois pode ser por esquecimento ou por",Portuguese
"descuido, mas uma terceira vez é condenável por ser intencional e por obstinção.",Portuguese
"por intenção» (G. T. Zona). «Uma primeira vez passa, uma segunda vez cansa,",Portuguese
uma terceira vez quebra» (H. V. Roy).,Portuguese
Roy).,Portuguese
"intentional» (G. T. Zona). «Once passes, twice wearies, three times break».",Portuguese
UMONEKENANGA.,Portuguese
"homens, eles porém nem com o dedo querem movê-los» (St.Mat.23:4).",Portuguese
(St.Mat. 23:4).,Portuguese
"NTI MYA NGANGA MUTONDA MYO, MBEVO KAKINDA.",Portuguese
Os medicamentos do curandeiro são aprovados se o doente é curado.,Portuguese
"«Não há cura do doente, não há aprovação da medicação».",Portuguese
274,Portuguese
"«No cure, no medicine».",Portuguese
"NTIMYA SOLA, KUNA MYABWA, KUNA DYAKA MYABWA.",Portuguese
desunião é fraqueza».,Portuguese
all parts.,Portuguese
weakness».,Portuguese
"NTINU KANA ZIKONDA, KUBUKUBU KADIKONDI KO.",Portuguese
"Se faltar o essencial, não faltará o secundário.",Portuguese
NTI UVONDANGA NYOKA LANDAKESA.,Portuguese
galinha até ao último suspiro» (Prov. Russo — Rosa Sha).,Portuguese
"NTI WABWISA NZAWU NKAMA, NZAWU NKAMA MPE",Portuguese
ATELEMESANGA WO.,Portuguese
"Uma árvore derrubada por cem elefantes, deve ser levantada por cem elefantes,",Portuguese
275,Portuguese
elephants.,Portuguese
NTI WASIMBA MBUTA KAUNINGANANGA KO.,Portuguese
O ceptro segurado por um velho não oscila.,Portuguese
NTI WAVWANDA MBUTA KAUTOLOKANGA KO.,Portuguese
"Mau rice Maloux). Num mundo inconstante, o coração humano é também",Portuguese
inconstante.,Portuguese
"NTOTO KANI UVEVELE, MUNTU KAZIKWANGA KIMOYO KO.",Portuguese
"ma é extrema injustiça» (Terence), «Não pode ser justo quem não é humano»",Portuguese
276,Portuguese
"(Vauvenargues). «O excesso é condenável, mesmo na virtude ou na justiça»",Portuguese
YE VISI UNA.,Portuguese
"chasser,",Portuguese
"NTU KANA UKOTA, MAVEMBO MAKOTELE.",Portuguese
"«Quem aceita o principal, aceita também o secundário».",Portuguese
KAUSIKILWANGA MUMPYUSU KO.,Portuguese
"Não se tamborila sobre o peito do outrem, nem se assobia pela boca alheia.",Portuguese
277,Portuguese
bouche d'autrui.,Portuguese
ments.,Portuguese
through another's mouth.,Portuguese
"NTYETYE KIMVULA-MVULA KAKODILANGA, KANSI VO MVULANENE,",Portuguese
WELE SWAMA.,Portuguese
make themselves scarce when appear fellows more skilled than themselves.,Portuguese
"NTYETYE MININI NKANDI, NGOLO KAKIMWENE YOVO: KAKIPYATIDI.",Portuguese
«Quem engole uma grande fruta tem confiança na largura da sua garganta»,Portuguese
(Prov. Africano - Rosa Sha).,Portuguese
Rosa Sha).,Portuguese
(African prov. — Rosa Sha).,Portuguese
NZEVO ZAMENA MUNKOMBO ZE KIMENI KIMENL.,Portuguese
sabedoria.,Portuguese
278,Portuguese
"NUNI AVO SE KATELEMA, KAKANINA NTI, MUNTU DIMOYO VO SE",Portuguese
"KAKWENDA, KAKANINA MFUMU YE NGANGA.",Portuguese
"quiser partir, deve também despedir-se dos seus, dos chefes, dos adivinhos e",Portuguese
dos seus semelhantes.,Portuguese
low-men.,Portuguese
"NUNI DILA MOYO KUDIDI NSALA KO, NSALA KIMA KIMENA.",Portuguese
«Vão-se os anéis mas ficam os dedos».,Portuguese
pousser.,Portuguese
grow.,Portuguese
"NUNI YE NUNI AVOVA KWAWU, KANSI NTOYO KANA KAVOVA KAKA,",Portuguese
"UKAVOVESWANGA VO KAKATUKA, KENDA KUNA KATUNGILA, KADI",Portuguese
NUNI NFWANGA.,Portuguese
demeure.,Portuguese
279,Portuguese
NUNI ZALEKA NTI MOSI ZATOMA MVUMUKA,Portuguese
«Cada qual com seu igual».,Portuguese
Birds which stay overnight together fly together also.,Portuguese
"NUNU KANA KAVUNA, YANI MOSI KASALA.",Portuguese
temporary who would contradict him.,Portuguese
